,song_name,name_10,kpop_artist_name,all_artists,song_id,song_api_info,artist_id,all_artists_id,all_artists_list,all_artists_id_list,artist_1,artist_id_1,artist_2,artist_id_2,artist_3,artist_id_3,artist_4,artist_id_4,artist_5,artist_id_5,artist_6,artist_id_6,artist_7,artist_id_7,name_5
1839,오아시스 (feat. 이재훈),오아시스 (feat,Brown Eyed Girls,"Brown Eyed Girls, Lee Jae Hoon",56iRi9x2Iu3YtjYGEu2Hax,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2GEPtT5RDxrmdi0A4mbDi7'}, 'href': 'https://api.spotify.com/v1/artists/2GEPtT5RDxrmdi0A4mbDi7', 'id': '2GEPtT5RDxrmdi0A4mbDi7', 'name': 'Brown Eyed Girls', 'type': 'artist', 'uri': 'spotify:artist:2GEPtT5RDxrmdi0A4mbDi7'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3TiQECvFFvnqd5hs6viUsK'}, 'href': 'https://api.spotify.com/v1/artists/3TiQECvFFvnqd5hs6viUsK', 'id': '3TiQECvFFvnqd5hs6viUsK', 'name': 'Lee Jae Hoon', 'type': 'artist', 'uri': 'spotify:artist:3TiQECvFFvnqd5hs6viUsK'}]",2GEPtT5RDxrmdi0A4mbDi7,"2GEPtT5RDxrmdi0A4mbDi7, 3TiQECvFFvnqd5hs6viUsK",[' Lee Jae Hoon'],[' 3TiQECvFFvnqd5hs6viUsK'], Lee Jae Hoon, 3TiQECvFFvnqd5hs6viUsK,,,,,,,,,,,,,오아시스 
1849,HOLD THE LINE (Feat. 조PD),HOLD THE L,Brown Eyed Girls,"Brown Eyed Girls, 조PD",5KgZNBchs5ILtsvcpmUhRz,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2GEPtT5RDxrmdi0A4mbDi7'}, 'href': 'https://api.spotify.com/v1/artists/2GEPtT5RDxrmdi0A4mbDi7', 'id': '2GEPtT5RDxrmdi0A4mbDi7', 'name': 'Brown Eyed Girls', 'type': 'artist', 'uri': 'spotify:artist:2GEPtT5RDxrmdi0A4mbDi7'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0XJH7kCmbiKeYfAFSHpYuN'}, 'href': 'https://api.spotify.com/v1/artists/0XJH7kCmbiKeYfAFSHpYuN', 'id': '0XJH7kCmbiKeYfAFSHpYuN', 'name': '조PD', 'type': 'artist', 'uri': 'spotify:artist:0XJH7kCmbiKeYfAFSHpYuN'}]",2GEPtT5RDxrmdi0A4mbDi7,"2GEPtT5RDxrmdi0A4mbDi7, 0XJH7kCmbiKeYfAFSHpYuN",[' 조PD'],[' 0XJH7kCmbiKeYfAFSHpYuN'], 조PD, 0XJH7kCmbiKeYfAFSHpYuN,,,,,,,,,,,,,HOLD 
1850,오늘은 그대와 하늘위로 (Feat. BOBBY KIM),오늘은 그대와 하늘,Brown Eyed Girls,"Brown Eyed Girls, Bobby Kim",4Yytcbw3wucQ8WMkLChnha,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2GEPtT5RDxrmdi0A4mbDi7'}, 'href': 'https://api.spotify.com/v1/artists/2GEPtT5RDxrmdi0A4mbDi7', 'id': '2GEPtT5RDxrmdi0A4mbDi7', 'name': 'Brown Eyed Girls', 'type': 'artist', 'uri': 'spotify:artist:2GEPtT5RDxrmdi0A4mbDi7'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2pIicUMaKL2mgq8qrZ5K53'}, 'href': 'https://api.spotify.com/v1/artists/2pIicUMaKL2mgq8qrZ5K53', 'id': '2pIicUMaKL2mgq8qrZ5K53', 'name': 'Bobby Kim', 'type': 'artist', 'uri': 'spotify:artist:2pIicUMaKL2mgq8qrZ5K53'}]",2GEPtT5RDxrmdi0A4mbDi7,"2GEPtT5RDxrmdi0A4mbDi7, 2pIicUMaKL2mgq8qrZ5K53",[' Bobby Kim'],[' 2pIicUMaKL2mgq8qrZ5K53'], Bobby Kim, 2pIicUMaKL2mgq8qrZ5K53,,,,,,,,,,,,,오늘은 그
1851,FAR AWAY (Feat. MC몽),FAR AWAY (,Brown Eyed Girls,"Brown Eyed Girls, MC 몽",6HvV4NflpT5RHIt9mD3U8j,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2GEPtT5RDxrmdi0A4mbDi7'}, 'href': 'https://api.spotify.com/v1/artists/2GEPtT5RDxrmdi0A4mbDi7', 'id': '2GEPtT5RDxrmdi0A4mbDi7', 'name': 'Brown Eyed Girls', 'type': 'artist', 'uri': 'spotify:artist:2GEPtT5RDxrmdi0A4mbDi7'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0St0PvgohErtWfC6qnJHpN'}, 'href': 'https://api.spotify.com/v1/artists/0St0PvgohErtWfC6qnJHpN', 'id': '0St0PvgohErtWfC6qnJHpN', 'name': 'MC 몽', 'type': 'artist', 'uri': 'spotify:artist:0St0PvgohErtWfC6qnJHpN'}]",2GEPtT5RDxrmdi0A4mbDi7,"2GEPtT5RDxrmdi0A4mbDi7, 0St0PvgohErtWfC6qnJHpN",[' MC 몽'],[' 0St0PvgohErtWfC6qnJHpN'], MC 몽, 0St0PvgohErtWfC6qnJHpN,,,,,,,,,,,,,FAR A
1909,IceBreaker,IceBreaker,BTOB,"LEE MINHYUK (HUTA), PENIEL, JUNG ILHOON",2CJLlufFBZPY0tsAaAGHSw,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4fgfmrBHIWsUuHxeOPhv61'}, 'href': 'https://api.spotify.com/v1/artists/4fgfmrBHIWsUuHxeOPhv61', 'id': '4fgfmrBHIWsUuHxeOPhv61', 'name': 'LEE MINHYUK (HUTA)', 'type': 'artist', 'uri': 'spotify:artist:4fgfmrBHIWsUuHxeOPhv61'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/21EUYgHJLDUeG72eDEmTx4'}, 'href': 'https://api.spotify.com/v1/artists/21EUYgHJLDUeG72eDEmTx4', 'id': '21EUYgHJLDUeG72eDEmTx4', 'name': 'PENIEL', 'type': 'artist', 'uri': 'spotify:artist:21EUYgHJLDUeG72eDEmTx4'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7McwKT2tZl8LMXUQRH3YDM'}, 'href': 'https://api.spotify.com/v1/artists/7McwKT2tZl8LMXUQRH3YDM', 'id': '7McwKT2tZl8LMXUQRH3YDM', 'name': 'JUNG ILHOON', 'type': 'artist', 'uri': 'spotify:artist:7McwKT2tZl8LMXUQRH3YDM'}]",2hcsKca6hCfFMwwdbFvenJ,"4fgfmrBHIWsUuHxeOPhv61, 21EUYgHJLDUeG72eDEmTx4, 7McwKT2tZl8LMXUQRH3YDM","['LEE MINHYUK (HUTA)', ' PENIEL', ' JUNG ILHOON']","['4fgfmrBHIWsUuHxeOPhv61', ' 21EUYgHJLDUeG72eDEmTx4', ' 7McwKT2tZl8LMXUQRH3YDM']",LEE MINHYUK (HUTA),4fgfmrBHIWsUuHxeOPhv61, PENIEL, 21EUYgHJLDUeG72eDEmTx4, JUNG ILHOON, 7McwKT2tZl8LMXUQRH3YDM,,,,,,,,,IceBr
1910,"1, 2, 3","1, 2, 3",BTOB,"SEO EUNKWANG, LEE CHANGSUB, Lim Hyunsik, YOOK SUNGJAE",4bqklIaJ8fwjCmT5dCMxyX,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Uug3azJYNwnLkO82CTTY2'}, 'href': 'https://api.spotify.com/v1/artists/6Uug3azJYNwnLkO82CTTY2', 'id': '6Uug3azJYNwnLkO82CTTY2', 'name': 'SEO EUNKWANG', 'type': 'artist', 'uri': 'spotify:artist:6Uug3azJYNwnLkO82CTTY2'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1rp5HzWaNwgauM5W5YmZ3U'}, 'href': 'https://api.spotify.com/v1/artists/1rp5HzWaNwgauM5W5YmZ3U', 'id': '1rp5HzWaNwgauM5W5YmZ3U', 'name': 'LEE CHANGSUB', 'type': 'artist', 'uri': 'spotify:artist:1rp5HzWaNwgauM5W5YmZ3U'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0SA2I3s4t7hmv1XVvky9Po'}, 'href': 'https://api.spotify.com/v1/artists/0SA2I3s4t7hmv1XVvky9Po', 'id': '0SA2I3s4t7hmv1XVvky9Po', 'name': 'Lim Hyunsik', 'type': 'artist', 'uri': 'spotify:artist:0SA2I3s4t7hmv1XVvky9Po'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7mFGOWJEkdlJBCXcJ5EWi9'}, 'href': 'https://api.spotify.com/v1/artists/7mFGOWJEkdlJBCXcJ5EWi9', 'id': '7mFGOWJEkdlJBCXcJ5EWi9', 'name': 'YOOK SUNGJAE', 'type': 'artist', 'uri': 'spotify:artist:7mFGOWJEkdlJBCXcJ5EWi9'}]",2hcsKca6hCfFMwwdbFvenJ,"6Uug3azJYNwnLkO82CTTY2, 1rp5HzWaNwgauM5W5YmZ3U, 0SA2I3s4t7hmv1XVvky9Po, 7mFGOWJEkdlJBCXcJ5EWi9","['SEO EUNKWANG', ' LEE CHANGSUB', ' Lim Hyunsik', ' YOOK SUNGJAE']","['6Uug3azJYNwnLkO82CTTY2', ' 1rp5HzWaNwgauM5W5YmZ3U', ' 0SA2I3s4t7hmv1XVvky9Po', ' 7mFGOWJEkdlJBCXcJ5EWi9']",SEO EUNKWANG,6Uug3azJYNwnLkO82CTTY2, LEE CHANGSUB, 1rp5HzWaNwgauM5W5YmZ3U, Lim Hyunsik, 0SA2I3s4t7hmv1XVvky9Po, YOOK SUNGJAE, 7mFGOWJEkdlJBCXcJ5EWi9,,,,,,,"1, 2,"
1979,Neverland (Feat. G.NA),Neverland ,BTOB,"LEE MINHYUK (BTOB), JUNG ILHOON, PENIEL, G.NA",7Ir5BkMEGIUEcg9K4eDKVJ,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6KIjwPp994JQ2LJ8IBvZPc'}, 'href': 'https://api.spotify.com/v1/artists/6KIjwPp994JQ2LJ8IBvZPc', 'id': '6KIjwPp994JQ2LJ8IBvZPc', 'name': 'LEE MINHYUK (BTOB)', 'type': 'artist', 'uri': 'spotify:artist:6KIjwPp994JQ2LJ8IBvZPc'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7McwKT2tZl8LMXUQRH3YDM'}, 'href': 'https://api.spotify.com/v1/artists/7McwKT2tZl8LMXUQRH3YDM', 'id': '7McwKT2tZl8LMXUQRH3YDM', 'name': 'JUNG ILHOON', 'type': 'artist', 'uri': 'spotify:artist:7McwKT2tZl8LMXUQRH3YDM'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/21EUYgHJLDUeG72eDEmTx4'}, 'href': 'https://api.spotify.com/v1/artists/21EUYgHJLDUeG72eDEmTx4', 'id': '21EUYgHJLDUeG72eDEmTx4', 'name': 'PENIEL', 'type': 'artist', 'uri': 'spotify:artist:21EUYgHJLDUeG72eDEmTx4'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3hzcooxMtbApMTvvn6XKVA'}, 'href': 'https://api.spotify.com/v1/artists/3hzcooxMtbApMTvvn6XKVA', 'id': '3hzcooxMtbApMTvvn6XKVA', 'name': 'G.NA', 'type': 'artist', 'uri': 'spotify:artist:3hzcooxMtbApMTvvn6XKVA'}]",2hcsKca6hCfFMwwdbFvenJ,"6KIjwPp994JQ2LJ8IBvZPc, 7McwKT2tZl8LMXUQRH3YDM, 21EUYgHJLDUeG72eDEmTx4, 3hzcooxMtbApMTvvn6XKVA","['LEE MINHYUK (BTOB)', ' JUNG ILHOON', ' PENIEL', ' G.NA']","['6KIjwPp994JQ2LJ8IBvZPc', ' 7McwKT2tZl8LMXUQRH3YDM', ' 21EUYgHJLDUeG72eDEmTx4', ' 3hzcooxMtbApMTvvn6XKVA']",LEE MINHYUK (BTOB),6KIjwPp994JQ2LJ8IBvZPc, JUNG ILHOON, 7McwKT2tZl8LMXUQRH3YDM, PENIEL, 21EUYgHJLDUeG72eDEmTx4, G.NA, 3hzcooxMtbApMTvvn6XKVA,,,,,,,Never
1981,Will Be Here,Will Be He,BTOB,"SEO EUNKWANG, LEE CHANGSUB, Lim Hyunsik, YOOK SUNGJAE (BTOB)",4ujA8FnEIRHoFllDIyV1Q8,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Uug3azJYNwnLkO82CTTY2'}, 'href': 'https://api.spotify.com/v1/artists/6Uug3azJYNwnLkO82CTTY2', 'id': '6Uug3azJYNwnLkO82CTTY2', 'name': 'SEO EUNKWANG', 'type': 'artist', 'uri': 'spotify:artist:6Uug3azJYNwnLkO82CTTY2'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1rp5HzWaNwgauM5W5YmZ3U'}, 'href': 'https://api.spotify.com/v1/artists/1rp5HzWaNwgauM5W5YmZ3U', 'id': '1rp5HzWaNwgauM5W5YmZ3U', 'name': 'LEE CHANGSUB', 'type': 'artist', 'uri': 'spotify:artist:1rp5HzWaNwgauM5W5YmZ3U'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0SA2I3s4t7hmv1XVvky9Po'}, 'href': 'https://api.spotify.com/v1/artists/0SA2I3s4t7hmv1XVvky9Po', 'id': '0SA2I3s4t7hmv1XVvky9Po', 'name': 'Lim Hyunsik', 'type': 'artist', 'uri': 'spotify:artist:0SA2I3s4t7hmv1XVvky9Po'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2KbOz7b91wiUpnv34Twd9f'}, 'href': 'https://api.spotify.com/v1/artists/2KbOz7b91wiUpnv34Twd9f', 'id': '2KbOz7b91wiUpnv34Twd9f', 'name': 'YOOK SUNGJAE (BTOB)', 'type': 'artist', 'uri': 'spotify:artist:2KbOz7b91wiUpnv34Twd9f'}]",2hcsKca6hCfFMwwdbFvenJ,"6Uug3azJYNwnLkO82CTTY2, 1rp5HzWaNwgauM5W5YmZ3U, 0SA2I3s4t7hmv1XVvky9Po, 2KbOz7b91wiUpnv34Twd9f","['SEO EUNKWANG', ' LEE CHANGSUB', ' Lim Hyunsik', ' YOOK SUNGJAE (BTOB)']","['6Uug3azJYNwnLkO82CTTY2', ' 1rp5HzWaNwgauM5W5YmZ3U', ' 0SA2I3s4t7hmv1XVvky9Po', ' 2KbOz7b91wiUpnv34Twd9f']",SEO EUNKWANG,6Uug3azJYNwnLkO82CTTY2, LEE CHANGSUB, 1rp5HzWaNwgauM5W5YmZ3U, Lim Hyunsik, 0SA2I3s4t7hmv1XVvky9Po, YOOK SUNGJAE (BTOB), 2KbOz7b91wiUpnv34Twd9f,,,,,,,Will 
1985,Neverland,Neverland,BTOB,"BTOB, G.NA",76iEXCjhHFSTKAOUZYqag3,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2hcsKca6hCfFMwwdbFvenJ'}, 'href': 'https://api.spotify.com/v1/artists/2hcsKca6hCfFMwwdbFvenJ', 'id': '2hcsKca6hCfFMwwdbFvenJ', 'name': 'BTOB', 'type': 'artist', 'uri': 'spotify:artist:2hcsKca6hCfFMwwdbFvenJ'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3hzcooxMtbApMTvvn6XKVA'}, 'href': 'https://api.spotify.com/v1/artists/3hzcooxMtbApMTvvn6XKVA', 'id': '3hzcooxMtbApMTvvn6XKVA', 'name': 'G.NA', 'type': 'artist', 'uri': 'spotify:artist:3hzcooxMtbApMTvvn6XKVA'}]",2hcsKca6hCfFMwwdbFvenJ,"2hcsKca6hCfFMwwdbFvenJ, 3hzcooxMtbApMTvvn6XKVA",[' G.NA'],[' 3hzcooxMtbApMTvvn6XKVA'], G.NA, 3hzcooxMtbApMTvvn6XKVA,,,,,,,,,,,,,Never
2013,You’re My Angel,You’re My ,BTOB,"BTOB, Joo",7BdKBUUB7W027ulomDn8Lj,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2hcsKca6hCfFMwwdbFvenJ'}, 'href': 'https://api.spotify.com/v1/artists/2hcsKca6hCfFMwwdbFvenJ', 'id': '2hcsKca6hCfFMwwdbFvenJ', 'name': 'BTOB', 'type': 'artist', 'uri': 'spotify:artist:2hcsKca6hCfFMwwdbFvenJ'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5DKI4lr414kDPDuIU2BDR7'}, 'href': 'https://api.spotify.com/v1/artists/5DKI4lr414kDPDuIU2BDR7', 'id': '5DKI4lr414kDPDuIU2BDR7', 'name': 'Joo', 'type': 'artist', 'uri': 'spotify:artist:5DKI4lr414kDPDuIU2BDR7'}]",2hcsKca6hCfFMwwdbFvenJ,"2hcsKca6hCfFMwwdbFvenJ, 5DKI4lr414kDPDuIU2BDR7",[' Joo'],[' 5DKI4lr414kDPDuIU2BDR7'], Joo, 5DKI4lr414kDPDuIU2BDR7,,,,,,,,,,,,,You’r
2042,First Love,First Love,BTOB,"Yong Jun Hyung, BTOB",1DIPMkZfWD1tomxU6BvkqB,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4drjiBRSqZoTD67xgZCmNo'}, 'href': 'https://api.spotify.com/v1/artists/4drjiBRSqZoTD67xgZCmNo', 'id': '4drjiBRSqZoTD67xgZCmNo', 'name': 'Yong Jun Hyung', 'type': 'artist', 'uri': 'spotify:artist:4drjiBRSqZoTD67xgZCmNo'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2hcsKca6hCfFMwwdbFvenJ'}, 'href': 'https://api.spotify.com/v1/artists/2hcsKca6hCfFMwwdbFvenJ', 'id': '2hcsKca6hCfFMwwdbFvenJ', 'name': 'BTOB', 'type': 'artist', 'uri': 'spotify:artist:2hcsKca6hCfFMwwdbFvenJ'}]",2hcsKca6hCfFMwwdbFvenJ,"4drjiBRSqZoTD67xgZCmNo, 2hcsKca6hCfFMwwdbFvenJ","['Yong Jun Hyung', ' BTOB']","['4drjiBRSqZoTD67xgZCmNo', ' 2hcsKca6hCfFMwwdbFvenJ']",Yong Jun Hyung,4drjiBRSqZoTD67xgZCmNo, BTOB, 2hcsKca6hCfFMwwdbFvenJ,,,,,,,,,,,First
2044,As Time Goes By,As Time Go,BTOB,"Yong Jun Hyung, BTOB",4wILIP6Vltqilcd3Iccm9n,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4drjiBRSqZoTD67xgZCmNo'}, 'href': 'https://api.spotify.com/v1/artists/4drjiBRSqZoTD67xgZCmNo', 'id': '4drjiBRSqZoTD67xgZCmNo', 'name': 'Yong Jun Hyung', 'type': 'artist', 'uri': 'spotify:artist:4drjiBRSqZoTD67xgZCmNo'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2hcsKca6hCfFMwwdbFvenJ'}, 'href': 'https://api.spotify.com/v1/artists/2hcsKca6hCfFMwwdbFvenJ', 'id': '2hcsKca6hCfFMwwdbFvenJ', 'name': 'BTOB', 'type': 'artist', 'uri': 'spotify:artist:2hcsKca6hCfFMwwdbFvenJ'}]",2hcsKca6hCfFMwwdbFvenJ,"4drjiBRSqZoTD67xgZCmNo, 2hcsKca6hCfFMwwdbFvenJ","['Yong Jun Hyung', ' BTOB']","['4drjiBRSqZoTD67xgZCmNo', ' 2hcsKca6hCfFMwwdbFvenJ']",Yong Jun Hyung,4drjiBRSqZoTD67xgZCmNo, BTOB, 2hcsKca6hCfFMwwdbFvenJ,,,,,,,,,,,As Ti
2046,The Past,The Past,BTOB,"Yong Jun Hyung, BTOB, Ha Yeon Su",3RKJIWH3bVrgQhuoPmYjnX,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4drjiBRSqZoTD67xgZCmNo'}, 'href': 'https://api.spotify.com/v1/artists/4drjiBRSqZoTD67xgZCmNo', 'id': '4drjiBRSqZoTD67xgZCmNo', 'name': 'Yong Jun Hyung', 'type': 'artist', 'uri': 'spotify:artist:4drjiBRSqZoTD67xgZCmNo'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2hcsKca6hCfFMwwdbFvenJ'}, 'href': 'https://api.spotify.com/v1/artists/2hcsKca6hCfFMwwdbFvenJ', 'id': '2hcsKca6hCfFMwwdbFvenJ', 'name': 'BTOB', 'type': 'artist', 'uri': 'spotify:artist:2hcsKca6hCfFMwwdbFvenJ'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5mKdz6Mcx2sor5hY9A8Rg4'}, 'href': 'https://api.spotify.com/v1/artists/5mKdz6Mcx2sor5hY9A8Rg4', 'id': '5mKdz6Mcx2sor5hY9A8Rg4', 'name': 'Ha Yeon Su', 'type': 'artist', 'uri': 'spotify:artist:5mKdz6Mcx2sor5hY9A8Rg4'}]",2hcsKca6hCfFMwwdbFvenJ,"4drjiBRSqZoTD67xgZCmNo, 2hcsKca6hCfFMwwdbFvenJ, 5mKdz6Mcx2sor5hY9A8Rg4","['Yong Jun Hyung', ' BTOB', ' Ha Yeon Su']","['4drjiBRSqZoTD67xgZCmNo', ' 2hcsKca6hCfFMwwdbFvenJ', ' 5mKdz6Mcx2sor5hY9A8Rg4']",Yong Jun Hyung,4drjiBRSqZoTD67xgZCmNo, BTOB, 2hcsKca6hCfFMwwdbFvenJ, Ha Yeon Su, 5mKdz6Mcx2sor5hY9A8Rg4,,,,,,,,,The P
2064,Love Virus,Love Virus,BTOB,"BTOB, YOO SUNGEUN",7nGptxwRNLZZNFiutwW1Lm,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2hcsKca6hCfFMwwdbFvenJ'}, 'href': 'https://api.spotify.com/v1/artists/2hcsKca6hCfFMwwdbFvenJ', 'id': '2hcsKca6hCfFMwwdbFvenJ', 'name': 'BTOB', 'type': 'artist', 'uri': 'spotify:artist:2hcsKca6hCfFMwwdbFvenJ'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7M5YdBeK8dsO39SHHvOYy8'}, 'href': 'https://api.spotify.com/v1/artists/7M5YdBeK8dsO39SHHvOYy8', 'id': '7M5YdBeK8dsO39SHHvOYy8', 'name': 'YOO SUNGEUN', 'type': 'artist', 'uri': 'spotify:artist:7M5YdBeK8dsO39SHHvOYy8'}]",2hcsKca6hCfFMwwdbFvenJ,"2hcsKca6hCfFMwwdbFvenJ, 7M5YdBeK8dsO39SHHvOYy8",[' YOO SUNGEUN'],[' 7M5YdBeK8dsO39SHHvOYy8'], YOO SUNGEUN, 7M5YdBeK8dsO39SHHvOYy8,,,,,,,,,,,,,Love 
2088,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Dreamers [,BTS,"Jung Kook, BTS, FIFA Sound",1RDvyOk4WtPCtoqciJwVn8,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6HaGTQPmzraVmaVxvz6EUc'}, 'href': 'https://api.spotify.com/v1/artists/6HaGTQPmzraVmaVxvz6EUc', 'id': '6HaGTQPmzraVmaVxvz6EUc', 'name': 'Jung Kook', 'type': 'artist', 'uri': 'spotify:artist:6HaGTQPmzraVmaVxvz6EUc'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3Nrfpe0tUJi4K4DXYWgMUX'}, 'href': 'https://api.spotify.com/v1/artists/3Nrfpe0tUJi4K4DXYWgMUX', 'id': '3Nrfpe0tUJi4K4DXYWgMUX', 'name': 'BTS', 'type': 'artist', 'uri': 'spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5C01hDqpEmrmDfUhX9YWsH'}, 'href': 'https://api.spotify.com/v1/artists/5C01hDqpEmrmDfUhX9YWsH', 'id': '5C01hDqpEmrmDfUhX9YWsH', 'name': 'FIFA Sound', 'type': 'artist', 'uri': 'spotify:artist:5C01hDqpEmrmDfUhX9YWsH'}]",3Nrfpe0tUJi4K4DXYWgMUX,"6HaGTQPmzraVmaVxvz6EUc, 3Nrfpe0tUJi4K4DXYWgMUX, 5C01hDqpEmrmDfUhX9YWsH","['Jung Kook', ' BTS', ' FIFA Sound']","['6HaGTQPmzraVmaVxvz6EUc', ' 3Nrfpe0tUJi4K4DXYWgMUX', ' 5C01hDqpEmrmDfUhX9YWsH']",Jung Kook,6HaGTQPmzraVmaVxvz6EUc, BTS, 3Nrfpe0tUJi4K4DXYWgMUX, FIFA Sound, 5C01hDqpEmrmDfUhX9YWsH,,,,,,,,,Dream
2090,Bad Decisions (with BTS & Snoop Dogg),Bad Decisi,BTS,"benny blanco, BTS, Snoop Dogg",0xzI1KAr0Yd9tv8jlIk3sn,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5CiGnKThu5ctn9pBxv7DGa'}, 'href': 'https://api.spotify.com/v1/artists/5CiGnKThu5ctn9pBxv7DGa', 'id': '5CiGnKThu5ctn9pBxv7DGa', 'name': 'benny blanco', 'type': 'artist', 'uri': 'spotify:artist:5CiGnKThu5ctn9pBxv7DGa'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3Nrfpe0tUJi4K4DXYWgMUX'}, 'href': 'https://api.spotify.com/v1/artists/3Nrfpe0tUJi4K4DXYWgMUX', 'id': '3Nrfpe0tUJi4K4DXYWgMUX', 'name': 'BTS', 'type': 'artist', 'uri': 'spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7hJcb9fa4alzcOq3EaNPoG'}, 'href': 'https://api.spotify.com/v1/artists/7hJcb9fa4alzcOq3EaNPoG', 'id': '7hJcb9fa4alzcOq3EaNPoG', 'name': 'Snoop Dogg', 'type': 'artist', 'uri': 'spotify:artist:7hJcb9fa4alzcOq3EaNPoG'}]",3Nrfpe0tUJi4K4DXYWgMUX,"5CiGnKThu5ctn9pBxv7DGa, 3Nrfpe0tUJi4K4DXYWgMUX, 7hJcb9fa4alzcOq3EaNPoG","['benny blanco', ' BTS', ' Snoop Dogg']","['5CiGnKThu5ctn9pBxv7DGa', ' 3Nrfpe0tUJi4K4DXYWgMUX', ' 7hJcb9fa4alzcOq3EaNPoG']",benny blanco,5CiGnKThu5ctn9pBxv7DGa, BTS, 3Nrfpe0tUJi4K4DXYWgMUX, Snoop Dogg, 7hJcb9fa4alzcOq3EaNPoG,,,,,,,,,Bad D
